Sequence ID,Dayhoff statistic of serine,Percentage of serine,Secondary turn fraction,Instability Index,Proteasomal cleavages (MHC ligands),Molecular Weight,Count of linear B-cell epitopes,Dayhoff statistic of proline,Percentage of proline,N-linked glycosylation sites,Probability of Expression Inclusion Bodies,Dayhoff statistic of lysine,Secretory pathway signal peptide (SP),Mitochondrial targeting peptide (mTP),Percentage of lysine,Molar Extinction Coefficient A280,Arginine and lysine propeptide cleavage sites,Dayhoff statistic of asparagine,Dayhoff statistic of histidine,Binding Regions in Disordered Proteins,Percentage of histidine,Percentage of secondary helix,Dayhoff statistic of methionine,Percentage of asparagine,Percentage of methionine,Percentage of non polar mole,Percentage of small mole,Percentage of polar mole,Average hydrogen sparing,Average sulphur sparing,Dayhoff statistic of arginine,Percentage of arginine,Average oxygen sparing,Average nitrogen sparing,Percentage of isoleucine,Dayhoff statistic of isoleucine,Secondary sheet fraction,Dayhoff statistic of alanine,Percentage of alanine,Secondary helix fraction,Percentage of aliphatic mole,C-mannosylation sites,Dayhoff statistic of valine,Percentage of valine,Grand average of hydropathy (GRAVY),Class I Immunogenicity score,Percentage of glycine,Dayhoff statistic of glycine,SS,SN,PS,PL,LS,SQ,NS,SP,SR,QP,KV,LN,ST,GK,HS,DS,KA,PP,PR,GA,RS,II,RR,NN,EK,ME,QS,SD,MK,DK,IV,SV,PV,LP,VP,KK,SL,SE,AM,AI,KL,PG,IA,AK,KT,RL,PI,HL,RF,LG,GD,EN,AV,RP,YM,NP,TF,HN,TR,NH,VI,YH,FP,DF,SA,VK,AS,IP,AD,NL,YI,CC,NR,LR,KN,FS,TS,PE,IE,MA,FH,CK,DG,VT,PQ,DH,IK,MQ,IG,IS,PH,KD,WC,GI,GV,FI,EP,IH,RH,CV,QA,HY,IF,DM,IY,CP,GH,WR,WS,HF,PY,VV,HW,KG,KF,NE,YP,KC,HQ,MG
Smp_043030.1,0.792,5.5432,0.204,32.4126385809,151,50444.14,111,0.640,3.3259,2,0.536,1.109,0.120,0.042,7.3171,38850,0,0.877,0.887,0,1.7738,44,1.826,3.7694,3.1042,53.6585,50.1109,46.3415,9.8891,0.0576,1.086,5.3215,2.4922,1.3348,4.2129,0.936,0.2661,0.645,5.5432,0.3126,23.2816,0,1.344,8.8692,-0.216186252772,-0.3844,7.7605,0.924,0.0044,0.0,0.0022,0.0,0.0067,0.0,0.0022,0.0022,0.0,0.0,0.0067,0.0022,0.0022,0.0089,0.0,0.0044,0.0,0.0,0.0022,0.0067,0.0022,0.0022,0.0022,0.0022,0.0111,0.0,0.0,0.0022,0.0022,0.0089,0.0067,0.0044,0.0022,0.0022,0.0022,0.0022,0.0067,0.0044,0.0,0.0022,0.0022,0.0022,0.0067,0.0,0.0022,0.0067,0.0022,0.0022,0.0022,0.0089,0.0022,0.0022,0.0044,0.0,0.0022,0.0,0.0022,0.0022,0.0067,0.0,0.0022,0.0,0.0044,0.0022,0.0022,0.0067,0.0044,0.0022,0.0044,0.0,0.0044,0.0,0.0044,0.0044,0.0022,0.0067,0.0,0.0044,0.0022,0.0,0.0022,0.0,0.0089,0.0067,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0022,0.0,0.0022,0.0067,0.0,0.0044,0.0,0.0022,0.0044,0.0,0.0022,0.0,0.0022,0.0,0.0,0.0022,0.0022,0.0,0.0,0.0,0.0133,0.0,0.0111,0.0067,0.0022,0.0,0.0044,0.0,0.0022
gi|226483575|emb|CAX74088.1|,1.055,7.3826,0.1577,49.5862416107,79,34165.48,102,0.387,2.0134,0,0.812,1.169,0.068,0.079,7.7181,11920,1,1.093,0.671,5,1.3423,67,2.961,4.698,5.0336,45.302,45.302,54.698,9.9933,0.0671,1.096,5.3691,2.604,1.3758,7.7181,1.715,0.2852,0.975,8.3893,0.2651,20.4698,0,1.017,6.7114,-0.506040268456,-2.8554,1.6779,0.200,0.0067,0.0034,0.0,0.0034,0.0034,0.0101,0.0034,0.0034,0.0034,0.0034,0.0067,0.0,0.0034,0.0,0.0034,0.0,0.0134,0.0,0.0,0.0034,0.0034,0.0,0.0,0.0,0.0034,0.0067,0.0101,0.0067,0.0034,0.0,0.0,0.0067,0.0034,0.0067,0.0034,0.0034,0.0101,0.0,0.0067,0.0034,0.0067,0.0,0.0067,0.0101,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0067,0.0,0.0034,0.0034,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0034,0.0101,0.0067,0.0,0.0,0.0101,0.0034,0.0034,0.0,0.0034,0.0067,0.0067,0.0034,0.0067,0.0034,0.0201,0.0067,0.0,0.0034,0.0034,0.0,0.0,0.0,0.0101,0.0,0.0034,0.0067,0.0,0.0034,0.0,0.0,0.0,0.0034,0.0,0.0,0.0034,0.0,0.0067,0.0,0.0034,0.0101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0034,0.0,0.0034,0.0034,0.0
Smp_079220.1,0.828,5.7971,0.2536,28.4102173913,89,29932.8,65,0.906,4.7101,0,0.864,1.098,0.137,0.036,7.2464,23380,0,0.758,0.181,0,0.3623,40,1.492,3.2609,2.5362,63.7681,51.087,36.2319,9.779,0.0435,0.961,4.7101,2.3587,1.2862,7.2464,1.610,0.2428,1.053,9.058,0.3406,22.8261,0,0.933,6.1594,0.135507246377,0.3258,11.5942,1.380,0.0072,0.0,0.0036,0.0,0.0072,0.0,0.0,0.0036,0.0,0.0,0.0036,0.0036,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0181,0.0,0.0109,0.0072,0.0,0.0,0.0,0.0,0.0,0.0036,0.0109,0.0036,0.0,0.0,0.0109,0.0,0.0036,0.0036,0.0036,0.0,0.0036,0.0036,0.0,0.0072,0.0036,0.0036,0.0072,0.0109,0.0,0.0,0.0072,0.0036,0.0036,0.0072,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0109,0.0,0.0036,0.0036,0.0036,0.0109,0.0036,0.0,0.0036,0.0036,0.0,0.0,0.0,0.0109,0.0072,0.0,0.0109,0.0,0.0036,0.0,0.0,0.0,0.0036,0.0072,0.0,0.0,0.0072,0.0,0.0036,0.0109,0.0,0.0072,0.0,0.0072,0.0181,0.0,0.0,0.0036,0.0,0.0036,0.0072,0.0,0.0036,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0072,0.0036,0.0,0.0072,0.0036,0.0036,0.0036,0.0,0.0,0.0036
Smp_154760.1,1.078,7.545,0.2663,38.1469650901,465,198151.26,699,0.855,4.4482,6,0.585,0.512,0.927,0.022,3.3784,219690,0,1.558,1.211,6,2.4212,18,0.729,6.7005,1.2387,51.9144,54.955,48.0856,9.4262,0.076,1.126,5.518,2.5417,1.3666,6.25,1.389,0.1948,0.589,5.0676,0.2686,17.9617,0,0.819,5.4054,-0.442792792793,6.2315,7.9392,0.945,0.0068,0.0062,0.0045,0.0051,0.0039,0.0017,0.0039,0.0034,0.0011,0.0017,0.0011,0.0023,0.0034,0.0028,0.0039,0.0039,0.0028,0.0006,0.0006,0.0034,0.0039,0.0023,0.0017,0.0023,0.0006,0.0006,0.0017,0.0051,0.0,0.0017,0.0028,0.0028,0.0045,0.0039,0.0017,0.0006,0.0056,0.0062,0.0,0.0028,0.0028,0.0034,0.0028,0.0006,0.0017,0.0028,0.0028,0.0006,0.0028,0.0039,0.009,0.0096,0.0034,0.0034,0.0,0.0028,0.0011,0.0006,0.0011,0.0,0.0011,0.0006,0.0011,0.0011,0.0056,0.0023,0.0051,0.0045,0.0006,0.0062,0.0039,0.0011,0.0017,0.0023,0.0028,0.0034,0.0051,0.0034,0.0028,0.0,0.0006,0.0039,0.0146,0.0056,0.0017,0.0011,0.0028,0.0023,0.0006,0.0051,0.0006,0.0006,0.0,0.0039,0.0062,0.0028,0.0051,0.0023,0.0006,0.0056,0.0045,0.0006,0.0011,0.0,0.0051,0.0023,0.0006,0.0006,0.0011,0.0,0.0006,0.0017,0.0006,0.0023,0.0028,0.0073,0.0017,0.0034,0.0017,0.0006
Smp_032950.1,2.041,14.2857,0.2,23.0471428571,27,8186.88,25,0.000,0.0,0,0.768,1.732,0.040,0.086,11.4286,8480,0,0.664,0.000,0,0.0,101,2.521,2.8571,4.2857,40.0,41.4286,60.0,10.1143,0.0429,0.875,4.2857,2.6857,1.3143,4.2857,0.952,0.2857,0.332,2.8571,0.3,20.0,0,0.649,4.2857,-0.684285714286,-1.2404,2.8571,0.340,0.0286,0.0143,0.0,0.0,0.0429,0.0,0.0143,0.0,0.0,0.0,0.0,0.0143,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0286,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.0143,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.0,0.0143,0.0,0.0,0.0,0.0143,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.0
Smp_072190.1,1.272,8.9005,0.2618,22.909947644,47,21196.97,45,0.604,3.1414,4,0.896,0.714,0.793,0.028,4.712,18910,0,1.705,1.047,0,2.0942,7,0.924,7.3298,1.5707,56.0209,57.0681,43.9791,9.6492,0.1204,0.855,4.1885,2.445,1.3141,11.5183,2.560,0.1152,0.183,1.5707,0.3246,24.0838,0,1.031,6.8063,0.153926701571,0.0821,6.8063,0.810,0.0,0.0052,0.0052,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0052,0.0052,0.0105,0.0052,0.0052,0.0,0.0,0.0,0.0,0.0052,0.0,0.0105,0.0,0.0052,0.0,0.0,0.0,0.0,0.0052,0.0052,0.0105,0.0157,0.0,0.0,0.0052,0.0,0.0,0.0052,0.0,0.0,0.0052,0.0,0.0052,0.0,0.0,0.0052,0.0157,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0052,0.0,0.0,0.0052,0.0,0.0052,0.0,0.0052,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0209,0.0052,0.0052,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0052,0.0105,0.0,0.0,0.0,0.0,0.0105,0.0209,0.0,0.0052,0.0,0.0209,0.0,0.0,0.0,0.0105,0.0052,0.0105,0.0,0.0,0.0052,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0052,0.0,0.0,0.0,0.0
Smp_146250.1,0.994,6.9583,0.2346,38.6884691849,175,59177.62,147,0.994,5.169,4,0.711,0.994,0.960,0.016,6.5606,167190,0,1.387,0.795,0,1.5905,23,1.403,5.9642,2.3857,54.2744,44.1352,45.7256,10.0915,0.0417,0.771,3.7773,2.507,1.3559,8.9463,1.988,0.1869,0.370,3.1809,0.3638,21.0736,0,0.633,4.175,-0.367395626243,2.8343,5.3678,0.639,0.002,0.0,0.006,0.002,0.008,0.002,0.006,0.004,0.0,0.008,0.0,0.004,0.002,0.004,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.008,0.004,0.002,0.0,0.0,0.0,0.004,0.002,0.008,0.002,0.004,0.004,0.004,0.002,0.0,0.008,0.004,0.002,0.0,0.004,0.002,0.0,0.006,0.006,0.002,0.002,0.002,0.004,0.002,0.008,0.002,0.0,0.002,0.002,0.002,0.004,0.0,0.0,0.0,0.006,0.0,0.0,0.004,0.0,0.006,0.002,0.002,0.002,0.006,0.006,0.002,0.002,0.004,0.0,0.004,0.006,0.0099,0.004,0.0,0.004,0.004,0.006,0.004,0.0,0.0,0.006,0.0,0.004,0.0139,0.0,0.006,0.0,0.006,0.004,0.008,0.006,0.002,0.0,0.0,0.0,0.0,0.004,0.0,0.008,0.0,0.0,0.002,0.002,0.0,0.0,0.004,0.002,0.0,0.0,0.004,0.0,0.0,0.0,0.0
Smp_071610.1,1.180,8.2627,0.2585,44.0619491525,149,53598.65,121,1.059,5.5085,5,0.708,0.706,0.909,0.037,4.661,94770,0,1.429,0.847,0,1.6949,23,1.371,6.1441,2.3305,56.3559,51.2712,43.6441,9.6992,0.0445,0.692,3.3898,2.4852,1.3178,4.8729,1.083,0.2119,0.788,6.7797,0.3369,19.0678,0,0.803,5.2966,-0.210805084746,-0.3997,5.9322,0.706,0.0127,0.0064,0.0042,0.0021,0.0085,0.0042,0.0021,0.0021,0.0,0.0021,0.0021,0.0,0.0064,0.0021,0.0,0.0064,0.0021,0.0042,0.0,0.0042,0.0064,0.0042,0.0021,0.0021,0.0042,0.0,0.0064,0.0042,0.0,0.0021,0.0,0.0021,0.0064,0.0085,0.0,0.0,0.0148,0.0042,0.0021,0.0,0.0,0.0,0.0,0.0021,0.0042,0.0021,0.0042,0.0021,0.0,0.0021,0.0021,0.0021,0.0064,0.0,0.0021,0.0042,0.0064,0.0,0.0021,0.0,0.0021,0.0,0.0,0.0064,0.0042,0.0,0.0064,0.0042,0.0064,0.0085,0.0021,0.0,0.0,0.0064,0.0042,0.0021,0.0064,0.0,0.0064,0.0042,0.0021,0.0042,0.0042,0.0085,0.0,0.0021,0.0064,0.0,0.0021,0.0021,0.0021,0.0021,0.0,0.0064,0.0042,0.0021,0.0,0.0,0.0,0.0,0.0042,0.0,0.0064,0.0021,0.0,0.0,0.0,0.0,0.0,0.0021,0.0042,0.0021,0.0,0.0021,0.0,0.0021,0.0042,0.0021,0.0021,0.0021
Smp_124240.1,1.170,8.1911,0.2696,43.1406484642,96,32919.47,104,1.116,5.802,2,0.858,1.034,0.280,0.336,6.8259,51800,0,1.587,0.000,0,0.0,17,1.205,6.8259,2.0478,57.3379,53.2423,42.6621,9.7509,0.0614,0.557,2.7304,2.4881,1.273,4.0956,0.910,0.2184,0.675,5.802,0.3345,20.4778,0,0.931,6.1433,-0.190784982935,-3.0125,6.1433,0.731,0.0034,0.0068,0.0102,0.0068,0.0068,0.0068,0.0034,0.0034,0.0034,0.0034,0.0102,0.0068,0.0034,0.0102,0.0,0.0034,0.0,0.0,0.0,0.0034,0.0,0.0,0.0068,0.0034,0.0,0.0,0.0068,0.0034,0.0,0.0034,0.0034,0.0034,0.0,0.0034,0.0,0.0034,0.0102,0.0,0.0,0.0,0.0,0.0034,0.0,0.0034,0.0034,0.0,0.0034,0.0,0.0,0.0137,0.0,0.0068,0.0034,0.0068,0.0034,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0034,0.0034,0.0102,0.0034,0.0,0.0034,0.0068,0.0034,0.0,0.0034,0.0,0.0,0.0068,0.0102,0.0,0.0034,0.0034,0.0,0.0,0.0068,0.0,0.0034,0.0,0.0,0.0,0.0034,0.0034,0.0034,0.0,0.0068,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0034,0.0034,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0068,0.0034,0.0,0.0068,0.0034,0.0,0.0
Smp_178960.1,1.398,9.7826,0.2391,4.40108695652,31,10507.9,9,0.000,0.0,0,0.748,0.659,0.924,0.030,4.3478,12950,0,2.022,0.543,0,1.087,21,1.918,8.6957,3.2609,59.7826,52.1739,40.2174,10.1087,0.0435,0.444,2.1739,2.4457,1.2391,5.4348,1.208,0.1848,0.126,1.087,0.4891,32.6087,0,2.141,14.1304,0.617391304348,0.1029,5.4348,0.647,0.0109,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0109,0.0,0.0109,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0109,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,0.0435,0.0,0.0,0.0,0.0,0.0435,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smp_131250.1,0.680,4.7619,0.2511,45.3169264069,76,25810.66,56,1.582,8.2251,1,0.494,0.197,0.500,0.077,1.2987,28420,0,1.409,0.649,3,1.2987,38,2.546,6.0606,4.329,60.1732,51.5152,39.8268,9.8095,0.0519,1.149,5.6277,2.4632,1.3247,3.8961,0.866,0.3117,0.906,7.7922,0.329,24.2424,0,1.115,7.3593,-0.0588744588745,1.6501,6.0606,0.722,0.0,0.0043,0.0043,0.0087,0.0043,0.0043,0.0,0.0,0.0043,0.0,0.0,0.0043,0.0043,0.0,0.0,0.0,0.0,0.0043,0.0,0.0043,0.0087,0.0,0.0,0.0,0.0043,0.0,0.0043,0.0043,0.0,0.0,0.0,0.0043,0.0043,0.0173,0.0,0.0,0.0087,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0043,0.0,0.0,0.0043,0.0,0.0,0.0087,0.0043,0.0043,0.0043,0.0043,0.0,0.013,0.0,0.0,0.0043,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0043,0.0043,0.013,0.013,0.0043,0.0,0.0,0.0043,0.0,0.0,0.0043,0.013,0.0,0.0043,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0087,0.0,0.0,0.0,0.0043,0.0,0.0,0.0087,0.0,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0087,0.0043,0.0,0.0,0.0043,0.0043,0.0,0.0,0.0043
Smp_017730.1,1.346,9.4203,0.2506,40.9042934783,534,186526.55,633,0.825,4.2874,8,0.504,0.988,0.931,0.034,6.5217,175450,1,1.559,1.057,6,2.1135,29,1.137,6.7029,1.9324,46.4976,50.5435,53.5024,9.8448,0.0356,0.555,2.7174,2.5888,1.317,8.0314,1.785,0.2059,0.365,3.1401,0.3086,23.3092,0,0.924,6.099,-0.403442028986,-10.9903,4.6498,0.554,0.0072,0.0042,0.006,0.0012,0.0085,0.0036,0.0042,0.0054,0.003,0.0012,0.0079,0.0072,0.0054,0.0024,0.0024,0.0054,0.0024,0.0,0.0006,0.0012,0.003,0.0085,0.0012,0.006,0.0042,0.0024,0.0054,0.0109,0.0036,0.006,0.0036,0.0091,0.0018,0.006,0.0012,0.0018,0.0121,0.0042,0.0006,0.0012,0.0085,0.0042,0.0024,0.0006,0.0036,0.0024,0.0018,0.0018,0.0006,0.0018,0.0006,0.0054,0.0006,0.003,0.0012,0.0024,0.0012,0.0006,0.0012,0.0012,0.0042,0.0006,0.0006,0.0018,0.0012,0.0036,0.003,0.0066,0.0012,0.0097,0.0018,0.0,0.0006,0.0012,0.006,0.003,0.0091,0.003,0.0054,0.0006,0.0012,0.0,0.0048,0.0072,0.0012,0.0006,0.006,0.0006,0.0036,0.0042,0.0,0.0024,0.0,0.0042,0.003,0.0036,0.0018,0.0012,0.0,0.0,0.0024,0.0012,0.0042,0.0006,0.0018,0.0012,0.0006,0.0,0.0018,0.0012,0.0012,0.003,0.0,0.0024,0.0,0.0018,0.0018,0.0,0.0024,0.0006
Smp_138960.1,0.996,6.9697,0.2167,34.6536515152,217,75041.21,212,0.670,3.4848,3,0.595,0.803,0.973,0.011,5.303,62230,0,1.480,1.894,3,3.7879,41,0.980,6.3636,1.6667,48.7879,46.6667,51.2121,9.9742,0.0242,1.299,6.3636,2.5273,1.4348,7.7273,1.717,0.2515,0.793,6.8182,0.3121,23.9394,0,0.918,6.0606,-0.43803030303,1.6005,4.8485,0.577,0.0076,0.0061,0.0,0.0015,0.0045,0.003,0.0061,0.0,0.0045,0.0,0.0045,0.0061,0.0015,0.0,0.0045,0.0045,0.003,0.0015,0.0015,0.0015,0.003,0.0076,0.0061,0.0076,0.0076,0.0015,0.0015,0.0045,0.0015,0.0045,0.003,0.0015,0.0061,0.0045,0.003,0.0,0.0076,0.0015,0.003,0.0076,0.0106,0.0045,0.0015,0.003,0.003,0.0106,0.0045,0.0061,0.003,0.0045,0.003,0.0,0.003,0.0015,0.0,0.0,0.0,0.0015,0.0,0.0015,0.0061,0.0045,0.0,0.0,0.003,0.0045,0.003,0.003,0.0045,0.0045,0.003,0.0,0.0,0.0061,0.0061,0.0061,0.003,0.003,0.0076,0.003,0.0015,0.0,0.003,0.003,0.0,0.003,0.0015,0.0,0.003,0.0076,0.0,0.003,0.0,0.0015,0.0045,0.0,0.003,0.0045,0.0015,0.0,0.0061,0.0,0.0045,0.0015,0.0045,0.0,0.0045,0.0015,0.0015,0.0,0.0,0.0045,0.0,0.0,0.0,0.0061,0.0015,0.0015,0.0061,0.0
Smp_163050.1,0.641,4.4843,0.2085,28.8161434978,143,50738.42,128,0.690,3.5874,1,0.707,1.155,0.028,0.735,7.6233,62340,0,1.304,1.794,1,3.5874,30,1.451,5.6054,2.4664,52.4664,48.6547,47.5336,9.9283,0.0516,0.961,4.7085,2.4664,1.3991,6.7265,1.495,0.2018,0.574,4.9327,0.3161,21.9731,0,1.087,7.1749,-0.341255605381,0.9069,7.1749,0.854,0.0045,0.0022,0.0,0.0022,0.0112,0.0,0.0,0.0022,0.0,0.0,0.0022,0.0022,0.0067,0.0067,0.0,0.0,0.0045,0.0,0.0022,0.0022,0.0022,0.0022,0.0,0.0045,0.0045,0.0,0.0022,0.0045,0.0022,0.0022,0.0045,0.0022,0.0045,0.0045,0.0045,0.0045,0.0022,0.0045,0.0,0.0067,0.0022,0.0022,0.0045,0.0,0.0045,0.0067,0.0067,0.0045,0.0045,0.0067,0.0067,0.0022,0.0022,0.0,0.0,0.0067,0.0,0.0022,0.0045,0.0,0.0045,0.0,0.0022,0.0022,0.0,0.0067,0.0,0.0,0.0,0.0045,0.0,0.0,0.0022,0.0,0.009,0.0,0.0045,0.0022,0.0022,0.0,0.0022,0.0045,0.0135,0.0045,0.0,0.0,0.009,0.0,0.0022,0.0,0.0,0.0045,0.0,0.0045,0.0022,0.0,0.0022,0.0022,0.0067,0.0,0.0,0.0045,0.0067,0.0045,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0022,0.0022,0.0,0.0,0.0022,0.0022,0.0
gi|226479308|emb|CAX73149.1|,1.185,8.2938,0.2322,33.7227488152,129,46570.08,133,1.048,5.4502,6,0.741,0.574,0.326,0.148,3.7915,64400,0,0.992,1.303,0,2.6066,23,1.255,4.2654,2.1327,61.6114,54.9763,38.3886,9.9076,0.0592,0.580,2.8436,2.3791,1.2678,7.5829,1.685,0.2109,0.634,5.4502,0.3957,29.8578,0,1.616,10.6635,0.501895734597,1.9581,5.2133,0.621,0.0047,0.0047,0.0071,0.0024,0.0118,0.0024,0.0024,0.0024,0.0,0.0,0.0047,0.0024,0.0071,0.0,0.0024,0.0047,0.0047,0.0,0.0,0.0024,0.0,0.0047,0.0,0.0024,0.0024,0.0,0.0047,0.0047,0.0,0.0071,0.0166,0.0118,0.0095,0.0071,0.0047,0.0024,0.0047,0.0024,0.0024,0.0118,0.0071,0.0,0.0047,0.0047,0.0024,0.0,0.0024,0.0,0.0,0.0095,0.0047,0.0024,0.0047,0.0,0.0,0.0047,0.0024,0.0047,0.0024,0.0,0.0095,0.0,0.0,0.0,0.0024,0.0071,0.0047,0.0024,0.0047,0.0024,0.0,0.0047,0.0047,0.0095,0.0,0.0047,0.0024,0.0,0.0,0.0024,0.0,0.0,0.0024,0.0118,0.0024,0.0,0.0,0.0,0.0047,0.0024,0.0,0.0,0.0,0.0047,0.0047,0.0024,0.0,0.0024,0.0,0.0071,0.0024,0.0,0.0071,0.0,0.0024,0.0047,0.0071,0.0,0.0047,0.0,0.0024,0.0095,0.0,0.0024,0.0024,0.0,0.0024,0.0,0.0,0.0047
AY222874,1.138,7.9646,0.2389,48.212979351,109,39687.24,88,0.340,1.7699,1,0.552,0.626,0.972,0.016,4.1298,101760,0,1.646,1.917,0,3.8348,20,1.388,7.0796,2.3599,52.2124,46.9027,47.7876,9.8171,0.0501,0.963,4.7198,2.5398,1.3982,6.4897,1.442,0.1858,0.309,2.6549,0.3569,20.944,0,0.983,6.4897,-0.40796460177,2.2266,7.0796,0.843,0.0059,0.0029,0.0,0.0,0.0088,0.0029,0.0059,0.0,0.0029,0.0,0.0059,0.0059,0.0029,0.0029,0.0,0.0059,0.0,0.0,0.0029,0.0,0.0029,0.0,0.0088,0.0059,0.0059,0.0,0.0118,0.0088,0.0,0.0059,0.0059,0.0059,0.0,0.0,0.0,0.0029,0.0059,0.0,0.0,0.0,0.0029,0.0,0.0029,0.0,0.0,0.0029,0.0029,0.0059,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0,0.0,0.0029,0.0029,0.0029,0.0029,0.0029,0.0,0.0,0.0,0.0029,0.0059,0.0059,0.0029,0.0,0.0118,0.0029,0.0029,0.0029,0.0059,0.0,0.0029,0.0029,0.0029,0.0,0.0029,0.0029,0.0,0.0029,0.0029,0.0,0.0,0.0,0.0,0.0088,0.0029,0.0,0.0,0.0,0.0088,0.0029,0.0118,0.0029,0.0029,0.0088,0.0029,0.0,0.0088,0.0029,0.0,0.0088,0.0,0.0,0.0029,0.0,0.0,0.0029,0.0118,0.0,0.0,0.0059,0.0118,0.0029,0.0,0.0,0.0029
AY809244,1.438,10.0671,0.255,39.4771812081,52,16623.21,72,0.516,2.6846,1,0.791,1.322,0.277,0.334,8.7248,10430,0,1.249,1.007,0,2.0134,28,0.790,5.3691,1.3423,46.9799,52.349,53.0201,9.8993,0.0268,1.644,8.0537,2.4966,1.4564,6.7114,1.491,0.1812,0.702,6.0403,0.2819,21.4765,0,1.322,8.7248,-0.573154362416,-1.3726,7.3826,0.879,0.0067,0.0067,0.0,0.0,0.0,0.0,0.0,0.0067,0.0201,0.0,0.0134,0.0,0.0,0.0,0.0067,0.0067,0.0067,0.0,0.0067,0.0,0.0067,0.0067,0.0,0.0134,0.0067,0.0,0.0134,0.0067,0.0,0.0134,0.0,0.0067,0.0,0.0067,0.0067,0.0067,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0067,0.0,0.0067,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0134,0.0,0.0067,0.0067,0.0067,0.0,0.0,0.0,0.0067,0.0,0.0067,0.0,0.0067,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0268,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0067
